"Country or Area","Year(s)","Value","Value Footnotes"
"Afghanistan","2012","29381",""
"Afghanistan","2011","27983",""
"Afghanistan","2010","28029",""
"Afghanistan","2009","26150",""
"Afghanistan","2008","28301",""
"Afghanistan","2007","28769",""
"Afghanistan","2006","25475",""
"Afghanistan","2005","21844",""
"Afghanistan","2004","18404",""
"Afghanistan","2003","13808",""
"Afghanistan","2002","13794",""
"Afghanistan","2001","10139",""
"Afghanistan","2000","7107",""
"Afghanistan","1999","3314",""
"Afghanistan","1998","3084",""
"Afghanistan","1997","1290",""
"Afghanistan","1991","23067",""
"Afghanistan","1990","4332",""
"Albania","2012","408",""
"Albania","2011","422",""
"Albania","2010","431",""
"Albania","2009","445",""
"Albania","2008","427",""
"Albania","2007","438",""
"Albania","2006","469",""
"Albania","2005","506",""
"Albania","2004","547",""
"Albania","2003","555",""
"Albania","2002","594",""
"Albania","2001","555",""
"Albania","2000","604",""
"Albania","1999","733",""
"Albania","1998","694",""
"Albania","1997","655",""
"Albania","1996","738",""
"Albania","1995","641",""
"Albania","1994","707",""
"Albania","1991","628",""
"Albania","1990","653",""
"Algeria","2012","21880",""
"Algeria","2011","21429",""
"Algeria","2010","22336",""
"Algeria","2009","21701",""
"Algeria","2008","20588",""
"Algeria","2007","21369",""
"Algeria","2006","21143",""
"Algeria","2005","21336",""
"Algeria","2004","19929",""
"Algeria","2003","19730",""
"Algeria","2002","18934",""
"Algeria","2001","18250",""
"Algeria","2000","18572",""
"Algeria","1999","16647",""
"Algeria","1998","15324",""
"Algeria","1997","16522",""
"Algeria","1996","15329",""
"Algeria","1995","13507",""
"Algeria","1994","13345",""
"Algeria","1993","13345",""
"Algeria","1992","11428",""
"Algeria","1991","11332",""
"Algeria","1990","11607",""
"Andorra","2012","9",""
"Andorra","2011","3",""
"Andorra","2010","7",""
"Andorra","2009","8",""
"Andorra","2008","4",""
"Andorra","2007","5",""
"Andorra","2006","12",""
"Andorra","2005","10",""
"Andorra","2004","7",""
"Andorra","2003","11",""
"Andorra","2002","5",""
"Andorra","2001","10",""
"Andorra","2000","12",""
"Andorra","1999","10",""
"Andorra","1998","8",""
"Andorra","1997","19",""
"Andorra","1996","17",""
"Andorra","1994","24",""
"Andorra","1993","15",""
"Andorra","1992","21",""
"Andorra","1991","24",""
"Andorra","1990","23",""
"Angola","2012","51819",""
"Angola","2011","47240",""
"Angola","2010","44655",""
"Angola","2009","41221",""
"Angola","2008","44576",""
"Angola","2007","41292",""
"Angola","2006","50419",""
"Angola","2005","37175",""
"Angola","2004","35437",""
"Angola","2003","36079",""
"Angola","2002","29996",""
"Angola","2001","21713",""
"Angola","2000","16062",""
"Angola","1999","14235",""
"Angola","1998","14296",""
"Angola","1997","15066",""
"Angola","1996","15424",""
"Angola","1995","5143",""
"Angola","1994","7157",""
"Angola","1993","8269",""
"Angola","1992","11272",""
"Angola","1991","11134",""
"Angola","1990","10271",""
"Antigua and Barbuda","2012","3",""
"Antigua and Barbuda","2011","6",""
"Antigua and Barbuda","2010","7",""
"Antigua and Barbuda","2009","3",""
"Antigua and Barbuda","2008","1",""
"Antigua and Barbuda","2007","2",""
"Antigua and Barbuda","2006","4",""
"Antigua and Barbuda","2005","6",""
"Antigua and Barbuda","2003","1",""
"Antigua and Barbuda","2002","4",""
"Antigua and Barbuda","2001","1",""
"Antigua and Barbuda","2000","4",""
"Antigua and Barbuda","1999","3",""
"Antigua and Barbuda","1998","4",""
"Antigua and Barbuda","1997","4",""
"Antigua and Barbuda","1996","3",""
"Antigua and Barbuda","1995","0",""
"Antigua and Barbuda","1992","6",""
"Antigua and Barbuda","1991","0",""
"Antigua and Barbuda","1990","1",""
"Argentina","2012","8758",""
"Argentina","2011","9733",""
"Argentina","2010","7336",""
"Argentina","2009","7701",""
"Argentina","2008","9196",""
"Argentina","2007","10227",""
"Argentina","2006","9675",""
"Argentina","2005","10576",""
"Argentina","2004","11413",""
"Argentina","2003","10844",""
"Argentina","2002","11548",""
"Argentina","2001","11456",""
"Argentina","2000","11767",""
"Argentina","1999","11871",""
"Argentina","1998","12276",""
"Argentina","1997","12621",""
"Argentina","1996","13397",""
"Argentina","1995","13450",""
"Argentina","1994","13683",""
"Argentina","1993","13887",""
"Argentina","1992","12606",""
"Argentina","1991","12185",""
"Argentina","1990","12309",""
"Armenia","2012","1213",""
"Armenia","2011","1261",""
"Armenia","2010","1410",""
"Armenia","2009","1560",""
"Armenia","2008","1655",""
"Armenia","2007","1682",""
"Armenia","2006","1767",""
"Armenia","2005","2206",""
"Armenia","2004","1660",""
"Armenia","2003","1538",""
"Armenia","2002","1433",""
"Armenia","2001","1389",""
"Armenia","2000","1333",""
"Armenia","1999","1488",""
"Armenia","1998","1381",""
"Armenia","1997","1051",""
"Armenia","1996","928",""
"Armenia","1995","1000",""
"Armenia","1994","753",""
"Armenia","1993","590",""
"Armenia","1992","235",""
"Armenia","1991","741",""
"Armenia","1990","590",""
"Australia","2012","1305",""
"Australia","2011","1239",""
"Australia","2010","1257",""
"Australia","2009","1294",""
"Australia","2008","1215",""
"Australia","2007","1120",""
"Australia","2006","1163",""
"Australia","2005","1046",""
"Australia","2004","1071",""
"Australia","2003","949",""
"Australia","2002","1013",""
"Australia","2001","980",""
"Australia","2000","1043",""
"Australia","1999","1073",""
"Australia","1998","899",""
"Australia","1997","1145",""
"Australia","1995","1073",""
"Australia","1994","1057",""
"Australia","1993","991",""
"Australia","1992","1011",""
"Australia","1991","950",""
"Australia","1990","1016",""
"Austria","2012","620",""
"Austria","2011","671",""
"Austria","2010","659",""
"Austria","2009","686",""
"Austria","2007","811",""
"Austria","2006","855",""
"Austria","2005","928",""
"Austria","2004","895",""
"Austria","2003","946",""
"Austria","2002","1044",""
"Austria","2001","1013",""
"Austria","2000","1185",""
"Austria","1999","1085",""
"Austria","1998","1302",""
"Austria","1997","1394",""
"Austria","1996","1290",""
"Austria","1995","1481",""
"Austria","1994","1264",""
"Austria","1993","1267",""
"Austria","1992","1354",""
"Austria","1991","1426",""
"Austria","1990","1521",""
"Azerbaijan","2012","6363",""
"Azerbaijan","2011","9146",""
"Azerbaijan","2010","7550",""
"Azerbaijan","2009","9462",""
"Azerbaijan","2008","7632",""
"Azerbaijan","2007","5521",""
"Azerbaijan","2006","5705",""
"Azerbaijan","2005","6034",""
"Azerbaijan","2004","5404",""
"Azerbaijan","2003","3845",""
"Azerbaijan","2002","5142",""
"Azerbaijan","2001","4898",""
"Azerbaijan","2000","5187",""
"Azerbaijan","1999","4654",""
"Azerbaijan","1998","4672",""
"Azerbaijan","1997","4635",""
"Azerbaijan","1996","2480",""
"Azerbaijan","1995","1630",""
"Azerbaijan","1994","2839",""
"Azerbaijan","1993","3036",""
"Azerbaijan","1992","2821",""
"Azerbaijan","1991","2771",""
"Azerbaijan","1990","2620",""
"Bahamas","2012","32",""
"Bahamas","2011","41",""
"Bahamas","2010","31",""
"Bahamas","2009","45",""
"Bahamas","2008","49",""
"Bahamas","2007","46",""
"Bahamas","2006","60",""
"Bahamas","2005","48",""
"Bahamas","2004","53",""
"Bahamas","2003","38",""
"Bahamas","2002","44",""
"Bahamas","2000","82",""
"Bahamas","1999","76",""
"Bahamas","1998","75",""
"Bahamas","1997","88",""
"Bahamas","1996","59",""
"Bahamas","1995","57",""
"Bahamas","1994","78",""
"Bahamas","1993","60",""
"Bahamas","1992","63",""
"Bahamas","1991","53",""
"Bahamas","1990","46",""
"Bahrain","2012","225",""
"Bahrain","2011","225",""
"Bahrain","2010","246",""
"Bahrain","2009","326",""
"Bahrain","2008","304",""
"Bahrain","2007","296",""
"Bahrain","2006","278",""
"Bahrain","2005","280",""
"Bahrain","2004","244",""
"Bahrain","2003","261",""
"Bahrain","2002","191",""
"Bahrain","2001","188",""
"Bahrain","2000","207",""
"Bahrain","1999","145",""
"Bahrain","1998","83",""
"Bahrain","1997","45",""
"Bahrain","1996","49",""
"Bahrain","1995","43",""
"Bahrain","1993","114",""
"Bahrain","1992","140",""
"Bahrain","1991","142",""
"Bahrain","1990","117",""
"Bangladesh","2012","168683",""
"Bangladesh","2011","154358",""
"Bangladesh","2010","153892",""
"Bangladesh","2009","160875",""
"Bangladesh","2008","151062",""
"Bangladesh","2007","147342",""
"Bangladesh","2006","145186",""
"Bangladesh","2005","123118",""
"Bangladesh","2004","98336",""
"Bangladesh","2003","88156",""
"Bangladesh","2002","83485",""
"Bangladesh","2001","76302",""
"Bangladesh","2000","75557",""
"Bangladesh","1999","79339",""
"Bangladesh","1998","72256",""
"Bangladesh","1997","63420",""
"Bangladesh","1996","63471",""
"Bangladesh","1995","56437",""
"Bangladesh","1994","48276",""
"Bangladesh","1993","54001",""
"Bangladesh","1992","31400",""
"Bangladesh","1991","56052",""
"Bangladesh","1990","48673",""
"Barbados","2012","4",""
"Barbados","2011","0",""
"Barbados","2010","6",""
"Barbados","2009","2",""
"Barbados","2008","3",""
"Barbados","2007","16",""
"Barbados","2006","5",""
"Barbados","2004","19",""
"Barbados","2002","5",""
"Barbados","2001","6",""
"Barbados","2000","3",""
"Barbados","1999","2",""
"Barbados","1998","7",""
"Barbados","1997","5",""
"Barbados","1996","3",""
"Barbados","1995","3",""
"Barbados","1992","6",""
"Barbados","1991","5",""
"Barbados","1990","5",""
"Belarus","2012","4783",""
"Belarus","2011","4697",""
"Belarus","2010","5098",""
"Belarus","2009","5250",""
"Belarus","2008","5126",""
"Belarus","2007","5351",""
"Belarus","2006","5142",""
"Belarus","2005","5308",""
"Belarus","2004","5443",""
"Belarus","2003","5963",""
"Belarus","2002","5139",""
"Belarus","2001","5505",""
"Belarus","2000","6799",""
"Belarus","1999","7339",""
"Belarus","1998","6150",""
"Belarus","1997","5985",""
"Belarus","1996","5598",""
"Belarus","1995","4854",""
"Belarus","1994","4348",""
"Belarus","1993","4134",""
"Belarus","1992","2414",""
"Belarus","1991","3745",""
"Belarus","1990","3039",""
"Belgium","2012","909",""
"Belgium","2011","985",""
"Belgium","2010","1028",""
"Belgium","2009","1020",""
"Belgium","2008","939",""
"Belgium","2007","955",""
"Belgium","2006","1043",""
"Belgium","2005","1076",""
"Belgium","2004","1128",""
"Belgium","2003","1064",""
"Belgium","2002","1211",""
"Belgium","2001","1321",""
"Belgium","2000","1278",""
"Belgium","1999","1124",""
"Belgium","1998","1203",""
"Belgium","1997","1263",""
"Belgium","1996","1348",""
"Belgium","1995","1380",""
"Belgium","1994","1521",""
"Belgium","1993","1503",""
"Belgium","1992","1335",""
"Belgium","1991","1462",""
"Belgium","1990","1577",""
"Belize","2012","84",""
"Belize","2011","74",""
"Belize","2010","145",""
"Belize","2009","88",""
"Belize","2008","88",""
"Belize","2007","63",""
"Belize","2006","85",""
"Belize","2005","102",""
"Belize","2004","83",""
"Belize","2003","99",""
"Belize","2002","135",""
"Belize","2001","136",""
"Belize","2000","106",""
"Belize","1999","104",""
"Belize","1998","123",""
"Belize","1997","107",""
"Belize","1996","99",""
"Belize","1995","95",""
"Belize","1994","59",""
"Belize","1993","80",""
"Belize","1992","65",""
"Belize","1991","89",""
"Belize","1990","57",""
"Benin","2012","3966",""
"Benin","2011","4212",""
"Benin","2010","3756",""
"Benin","2009","3878",""
"Benin","2008","3872",""
"Benin","2007","3565",""
"Benin","2006","3608",""
"Benin","2005","3270",""
"Benin","2004","3116",""
"Benin","2003","2940",""
"Benin","2002","2841",""
"Benin","2001","2659",""
"Benin","2000","2697",""
"Benin","1999","2636",""
"Benin","1998","2384",""
"Benin","1997","2308",""
"Benin","1996","2372",""
"Benin","1995","2400",""
"Benin","1994","2117",""
"Benin","1993","2335",""
"Benin","1992","2420",""
"Benin","1991","2162",""
"Benin","1990","2074",""
"Bhutan","2012","1130",""
"Bhutan","2011","1235",""
"Bhutan","2010","1311",""
"Bhutan","2009","1125",""
"Bhutan","2008","961",""
"Bhutan","2007","999",""
"Bhutan","2006","917",""
"Bhutan","2005","1007",""
"Bhutan","2004","988",""
"Bhutan","2003","1026",""
"Bhutan","2002","1089",""
"Bhutan","2001","1037",""
"Bhutan","2000","1140",""
"Bhutan","1999","1174",""
"Bhutan","1998","1292",""
"Bhutan","1997","1211",""
"Bhutan","1996","1271",""
"Bhutan","1995","1299",""
"Bhutan","1994","1159",""
"Bhutan","1993","108",""
"Bhutan","1992","140",""
"Bhutan","1991","996",""
"Bhutan","1990","1154",""
"Bolivia (Plurinational State of)","2012","8257",""
"Bolivia (Plurinational State of)","2011","8521",""
"Bolivia (Plurinational State of)","2010","8363",""
"Bolivia (Plurinational State of)","2009","8865",""
"Bolivia (Plurinational State of)","2008","9070",""
"Bolivia (Plurinational State of)","2007","8574",""
"Bolivia (Plurinational State of)","2006","9014",""
"Bolivia (Plurinational State of)","2005","9748",""
"Bolivia (Plurinational State of)","2004","9801",""
"Bolivia (Plurinational State of)","2003","9836",""
"Bolivia (Plurinational State of)","2002","10201",""
"Bolivia (Plurinational State of)","2001","10531",""
"Bolivia (Plurinational State of)","2000","10127",""
"Bolivia (Plurinational State of)","1999","9863",""
"Bolivia (Plurinational State of)","1998","10132",""
"Bolivia (Plurinational State of)","1997","9853",""
"Bolivia (Plurinational State of)","1996","10194",""
"Bolivia (Plurinational State of)","1995","14422",""
"Bolivia (Plurinational State of)","1994","9431",""
"Bolivia (Plurinational State of)","1993","8614",""
"Bolivia (Plurinational State of)","1992","9520",""
"Bolivia (Plurinational State of)","1991","11223",""
"Bolivia (Plurinational State of)","1990","11166",""
"Bosnia and Herzegovina","2012","1409",""
"Bosnia and Herzegovina","2011","1360",""
"Bosnia and Herzegovina","2010","1321",""
"Bosnia and Herzegovina","2009","1725",""
"Bosnia and Herzegovina","2008","1719",""
"Bosnia and Herzegovina","2007","2373",""
"Bosnia and Herzegovina","2006","1778",""
"Bosnia and Herzegovina","2005","2111",""
"Bosnia and Herzegovina","2004","2353",""
"Bosnia and Herzegovina","2003","1780",""
"Bosnia and Herzegovina","2002","1691",""
"Bosnia and Herzegovina","2001","2469",""
"Bosnia and Herzegovina","2000","2476",""
"Bosnia and Herzegovina","1999","2923",""
"Bosnia and Herzegovina","1998","2711",""
"Bosnia and Herzegovina","1997","2869",""
"Bosnia and Herzegovina","1996","2220",""
"Bosnia and Herzegovina","1995","2132",""
"Bosnia and Herzegovina","1994","1595",""
"Bosnia and Herzegovina","1993","680",""
"Bosnia and Herzegovina","1992","600",""
"Bosnia and Herzegovina","1991","3546",""
"Bosnia and Herzegovina","1990","4073",""
"Botswana","2012","6161",""
"Botswana","2011","6603",""
"Botswana","2010","7013",""
"Botswana","2009","8362",""
"Botswana","2008","8891",""
"Botswana","2007","7962",""
"Botswana","2006","8558",""
"Botswana","2005","10058",""
"Botswana","2004","10131",""
"Botswana","2003","9862",""
"Botswana","2002","10204",""
"Botswana","2001","9618",""
"Botswana","2000","9292",""
"Botswana","1999","8647",""
"Botswana","1998","7960",""
"Botswana","1997","7287",""
"Botswana","1996","6636",""
"Botswana","1995","5665",""
"Botswana","1994","4756",""
"Botswana","1993","4654",""
"Botswana","1992","4179",""
"Botswana","1991","3274",""
"Botswana","1990","2938",""
"Brazil","2012","75122",""
"Brazil","2011","77647",""
"Brazil","2010","74395",""
"Brazil","2009","78681",""
"Brazil","2008","73395",""
"Brazil","2007","74757",""
"Brazil","2006","77632",""
"Brazil","2005","80675",""
"Brazil","2004","86881",""
"Brazil","2003","84060",""
"Brazil","2002","81436",""
"Brazil","2001","74466",""
"Brazil","2000","77899",""
"Brazil","1999","78870",""
"Brazil","1998","95009",""
"Brazil","1997","83309",""
"Brazil","1996","87254",""
"Brazil","1995","91013",""
"Brazil","1994","75759",""
"Brazil","1992","85955",""
"Brazil","1991","84990",""
"Brazil","1990","74570",""
"Brunei Darussalam","2012","243",""
"Brunei Darussalam","2011","230",""
"Brunei Darussalam","2010","237",""
"Brunei Darussalam","2009","213",""
"Brunei Darussalam","2008","223",""
"Brunei Darussalam","2007","209",""
"Brunei Darussalam","2006","202",""
"Brunei Darussalam","2005","163",""
"Brunei Darussalam","2004","185",""
"Brunei Darussalam","2003","209",""
"Brunei Darussalam","2002","230",""
"Brunei Darussalam","2001","216",""
"Brunei Darussalam","2000","307",""
"Brunei Darussalam","1999","272",""
"Brunei Darussalam","1997","160",""
"Brunei Darussalam","1993","160",""
"Brunei Darussalam","1992","180",""
"Brunei Darussalam","1990","143",""
"Bulgaria","2012","2081",""
"Bulgaria","2011","2172",""
"Bulgaria","2010","2412",""
"Bulgaria","2009","2696",""
"Bulgaria","2008","2944",""
"Bulgaria","2007","2848",""
"Bulgaria","2006","3136",""
"Bulgaria","2005","3225",""
"Bulgaria","2004","3025",""
"Bulgaria","2003","3263",""
"Bulgaria","2002","3335",""
"Bulgaria","2001","3862",""
"Bulgaria","2000","3349",""
"Bulgaria","1999","3530",""
"Bulgaria","1998","4117",""
"Bulgaria","1997","3437",""
"Bulgaria","1996","3109",""
"Bulgaria","1995","3245",""
"Bulgaria","1994","5296",""
"Bulgaria","1993","3213",""
"Bulgaria","1992","3096",""
"Bulgaria","1991","2606",""
"Bulgaria","1990","2256",""
"Burkina Faso","2012","5210",""
"Burkina Faso","2011","5286",""
"Burkina Faso","2010","4800",""
"Burkina Faso","2009","4716",""
"Burkina Faso","2008","4238",""
"Burkina Faso","2007","3935",""
"Burkina Faso","2006","3909",""
"Burkina Faso","2005","3478",""
"Burkina Faso","2004","2876",""
"Burkina Faso","2003","2620",""
"Burkina Faso","2002","2376",""
"Burkina Faso","2001","2406",""
"Burkina Faso","2000","2331",""
"Burkina Faso","1999","2149",""
"Burkina Faso","1998","2027",""
"Burkina Faso","1997","1879",""
"Burkina Faso","1996","2078",""
"Burkina Faso","1995","2572",""
"Burkina Faso","1994","861",""
"Burkina Faso","1993","1443",""
"Burkina Faso","1991","1488",""
"Burkina Faso","1990","1497",""
"Burundi","2012","6921",""
"Burundi","2011","6742",""
"Burundi","2010","7611",""
"Burundi","2009","7277",""
"Burundi","2008","6808",""
"Burundi","2007","6284",""
"Burundi","2006","6114",""
"Burundi","2005","6585",""
"Burundi","2004","6871",""
"Burundi","2003","6822",""
"Burundi","2002","6371",""
"Burundi","2001","6478",""
"Burundi","2000","6421",""
"Burundi","1999","6365",""
"Burundi","1998","6480",""
"Burundi","1997","5335",""
"Burundi","1996","3796",""
"Burundi","1995","3326",""
"Burundi","1994","3840",""
"Burundi","1993","4677",""
"Burundi","1992","4464",""
"Burundi","1991","4883",""
"Burundi","1990","4575",""
"Cabo Verde","2012","420",""
"Cabo Verde","2011","380",""
"Cabo Verde","2010","356",""
"Cabo Verde","2009","332",""
"Cabo Verde","2008","334",""
"Cabo Verde","2007","274",""
"Cabo Verde","2006","262",""
"Cabo Verde","2005","292",""
"Cabo Verde","2004","294",""
"Cabo Verde","2003","316",""
"Cabo Verde","2002","195",""
"Cabo Verde","2001","291",""
"Cabo Verde","1998","205",""
"Cabo Verde","1997","196",""
"Cabo Verde","1996","179",""
"Cabo Verde","1995","303",""
"Cabo Verde","1990","221",""
"Cambodia","2012","40185",""
"Cambodia","2011","38555",""
"Cambodia","2010","40460",""
"Cambodia","2009","39202",""
"Cambodia","2008","38927",""
"Cambodia","2007","35601",""
"Cambodia","2006","34660",""
"Cambodia","2005","35535",""
"Cambodia","2004","30838",""
"Cambodia","2003","28307",""
"Cambodia","2002","24610",""
"Cambodia","2001","19170",""
"Cambodia","2000","18891",""
"Cambodia","1999","19266",""
"Cambodia","1998","16946",""
"Cambodia","1997","15629",""
"Cambodia","1996","14857",""
"Cambodia","1995","14603",""
"Cambodia","1994","15172",""
"Cambodia","1993","13270",""
"Cambodia","1992","16148",""
"Cambodia","1991","10903",""
"Cambodia","1990","6501",""
"Cameroon","2012","24802",""
"Cameroon","2011","24533",""
"Cameroon","2010","24073",""
"Cameroon","2009","24662",""
"Cameroon","2008","24622",""
"Cameroon","2007","24062",""
"Cameroon","2006","23483",""
"Cameroon","2005","21499",""
"Cameroon","2004","17655",""
"Cameroon","2003","16427",""
"Cameroon","2002","11057",""
"Cameroon","2001","11307",""
"Cameroon","2000","5251",""
"Cameroon","1999","7660",""
"Cameroon","1998","5022",""
"Cameroon","1997","3952",""
"Cameroon","1996","3049",""
"Cameroon","1995","3292",""
"Cameroon","1994","7312",""
"Cameroon","1993","7064",""
"Cameroon","1992","6803",""
"Cameroon","1991","6814",""
"Cameroon","1990","5892",""
"Canada","2012","1653",""
"Canada","2011","1430",""
"Canada","2010","1361",""
"Canada","2009","1563",""
"Canada","2008","1561",""
"Canada","2007","1518",""
"Canada","2006","1535",""
"Canada","2005","1552",""
"Canada","2004","1544",""
"Canada","2003","1628",""
"Canada","2002","1664",""
"Canada","2001","1770",""
"Canada","2000","1723",""
"Canada","1999","1820",""
"Canada","1998","1809",""
"Canada","1997","1995",""
"Canada","1996","1877",""
"Canada","1995","1965",""
"Canada","1994","2074",""
"Canada","1993","2013",""
"Canada","1992","2109",""
"Canada","1991","2018",""
"Canada","1990","1997",""
"Central African Republic","2012","8084",""
"Central African Republic","2011","5611",""
"Central African Republic","2010","6643",""
"Central African Republic","2009","8743",""
"Central African Republic","2008","6803",""
"Central African Republic","2006","6045",""
"Central African Republic","2005","3210",""
"Central African Republic","2004","3908",""
"Central African Republic","2003","3932",""
"Central African Republic","2002","4837",""
"Central African Republic","2001","2550",""
"Central African Republic","1999","5003",""
"Central African Republic","1998","4875",""
"Central African Republic","1997","4459",""
"Central African Republic","1996","3623",""
"Central African Republic","1995","3339",""
"Central African Republic","1991","2045",""
"Central African Republic","1990","2124",""
"Chad","2012","10585",""
"Chad","2011","10505",""
"Chad","2010","9452",""
"Chad","2009","8411",""
"Chad","2008","6912",""
"Chad","2007","5879",""
"Chad","2005","6311",""
"Chad","2004","4946",""
"Chad","2003","4679",""
"Chad","2002","5077",""
"Chad","1999","4710",""
"Chad","1998","2784",""
"Chad","1997","2180",""
"Chad","1996","1936",""
"Chad","1995","3186",""
"Chad","1994","3303",""
"Chad","1993","2871",""
"Chad","1992","2684",""
"Chad","1991","2912",""
"Chad","1990","2591",""
"Chile","2012","2394",""
"Chile","2011","2450",""
"Chile","2010","2376",""
"Chile","2009","2398",""
"Chile","2008","2427",""
"Chile","2007","2418",""
"Chile","2006","2532",""
"Chile","2005","2505",""
"Chile","2004","2664",""
"Chile","2003","2239",""
"Chile","2002","2448",""
"Chile","2001","3006",""
"Chile","2000","3021",""
"Chile","1999","3429",""
"Chile","1998","3652",""
"Chile","1997","3880",""
"Chile","1996","4178",""
"Chile","1995","4150",""
"Chile","1994","4138",""
"Chile","1993","4598",""
"Chile","1992","5304",""
"Chile","1991","5498",""
"Chile","1990","6151",""
"China","2012","890645",""
"China","2011","899669",""
"China","2010","908399",""
"China","2009","965257",""
"China","2008","975821",""
"China","2007","979502",""
"China","2006","945175",""
"China","2005","899729",""
"China","2004","798433",""
"China","2003","615868",""
"China","2002","462609",""
"China","2001","470221",""
"China","2000","454372",""
"China","1999","449518",""
"China","1998","445704",""
"China","1997","466394",""
"China","1996","504758",""
"China","1995","515764",""
"China","1994","363804",""
"China","1993","344218",""
"China","1992","320426",""
"China","1991","345000",""
"China","1990","375481",""
"Colombia","2012","11424",""
"Colombia","2011","11884",""
"Colombia","2010","11420",""
"Colombia","2009","11324",""
"Colombia","2008","11344",""
"Colombia","2007","10950",""
"Colombia","2006","11128",""
"Colombia","2005","10360",""
"Colombia","2004","11242",""
"Colombia","2003","11640",""
"Colombia","2002","11376",""
"Colombia","2001","11480",""
"Colombia","2000","11630",""
"Colombia","1999","10999",""
"Colombia","1998","9155",""
"Colombia","1997","8042",""
"Colombia","1996","9702",""
"Colombia","1995","9912",""
"Colombia","1994","8901",""
"Colombia","1993","11043",""
"Colombia","1992","11199",""
"Colombia","1991","12263",""
"Colombia","1990","12447",""
"Comoros","2012","120",""
"Comoros","2011","117",""
"Comoros","2009","128",""
"Comoros","2008","134",""
"Comoros","2006","112",""
"Comoros","2005","111",""
"Comoros","2004","89",""
"Comoros","2003","73",""
"Comoros","2002","111",""
"Comoros","2001","138",""
"Comoros","2000","120",""
"Comoros","1999","153",""
"Comoros","1998","132",""
"Comoros","1997","134",""
"Comoros","1996","138",""
"Comoros","1995","123",""
"Comoros","1994","115",""
"Comoros","1993","129",""
"Comoros","1992","108",""
"Comoros","1991","119",""
"Comoros","1990","140",""
"Congo","2012","11303",""
"Congo","2011","10975",""
"Congo","2010","10150",""
"Congo","2009","9765",""
"Congo","2008","8886",""
"Congo","2007","9002",""
"Congo","2006","8478",""
"Congo","2005","9853",""
"Congo","2004","9729",""
"Congo","2003","7782",""
"Congo","2002","9888",""
"Congo","2001","9735",""
"Congo","2000","9239",""
"Congo","1999","5023",""
"Congo","1998","3863",""
"Congo","1997","3417",""
"Congo","1996","4469",""
"Congo","1995","3615",""
"Congo","1994","2992",""
"Congo","1993","1976",""
"Congo","1992","1179",""
"Congo","1991","618",""
"Congo","1990","591",""
"Cook Islands","2012","1",""
"Cook Islands","2011","1",""
"Cook Islands","2010","0",""
"Cook Islands","2009","2",""
"Cook Islands","2008","2",""
"Cook Islands","2006","1",""
"Cook Islands","2005","1",""
"Cook Islands","2004","1",""
"Cook Islands","2003","0",""
"Cook Islands","2002","1",""
"Cook Islands","2001","2",""
"Cook Islands","2000","1",""
"Cook Islands","1999","3",""
"Cook Islands","1998","0",""
"Cook Islands","1997","2",""
"Cook Islands","1996","1",""
"Cook Islands","1995","2",""
"Cook Islands","1994","4",""
"Cook Islands","1993","5",""
"Cook Islands","1992","6",""
"Cook Islands","1991","1",""
"Cook Islands","1990","0",""
"Costa Rica","2012","475",""
"Costa Rica","2011","514",""
"Costa Rica","2010","492",""
"Costa Rica","2009","443",""
"Costa Rica","2008","501",""
"Costa Rica","2007","550",""
"Costa Rica","2006","488",""
"Costa Rica","2005","534",""
"Costa Rica","2004","712",""
"Costa Rica","2003","547",""
"Costa Rica","2002","543",""
"Costa Rica","2001","630",""
"Costa Rica","2000","585",""
"Costa Rica","1999","851",""
"Costa Rica","1998","730",""
"Costa Rica","1997","692",""
"Costa Rica","1996","636",""
"Costa Rica","1995","586",""
"Costa Rica","1994","325",""
"Costa Rica","1993","313",""
"Costa Rica","1992","118",""
"Costa Rica","1991","201",""
"Costa Rica","1990","230",""
"Côte d’Ivoire","2012","23762",""
"Côte d’Ivoire","2011","22476",""
"Côte d’Ivoire","2010","22708",""
"Côte d’Ivoire","2009","22571",""
"Côte d’Ivoire","2008","23688",""
"Côte d’Ivoire","2007","23033",""
"Côte d’Ivoire","2006","20796",""
"Côte d’Ivoire","2005","19681",""
"Côte d’Ivoire","2004","20133",""
"Côte d’Ivoire","2003","17604",""
"Côte d’Ivoire","2002","16156",""
"Côte d’Ivoire","2001","16586",""
"Côte d’Ivoire","2000","15094",""
"Côte d’Ivoire","1999","15056",""
"Côte d’Ivoire","1998","14841",""
"Côte d’Ivoire","1997","13802",""
"Côte d’Ivoire","1996","13104",""
"Côte d’Ivoire","1995","11988",""
"Côte d’Ivoire","1994","14000",""
"Côte d’Ivoire","1993","9563",""
"Côte d’Ivoire","1992","9093",""
"Côte d’Ivoire","1991","8021",""
"Côte d’Ivoire","1990","7841",""
"Croatia","2011","619",""
"Croatia","2010","688",""
"Croatia","2009","832",""
"Croatia","2008","980",""
"Croatia","2007","951",""
"Croatia","2006","1029",""
"Croatia","2005","1050",""
"Croatia","2004","1170",""
"Croatia","2003","1391",""
"Croatia","2002","1443",""
"Croatia","2001","1376",""
"Croatia","2000","1630",""
"Croatia","1999","1765",""
"Croatia","1998","2118",""
"Croatia","1997","2054",""
"Croatia","1996","2174",""
"Croatia","1995","2114",""
"Croatia","1994","2217",""
"Croatia","1993","2279",""
"Croatia","1992","2189",""
"Croatia","1991","2158",""
"Croatia","1990","2576",""
"Cuba","2012","734",""
